namespace,key,zh-TW,zh-CN,en,ja,ko,th,vi,id,ms,tl,es,pt,fr,de,it,ru,ar,hi,bn,tr,pl,uk,nl,sv,no,da,fi,cs,el,he,fa,ur,sw,ro
onboarding,registrationComplete,"🎉 恭喜！你已經完成所有設定！

你的個人資料：
• 暱稱：{nickname}
• 性別：{gender}
• 年齡：{age} 歲
• 星座：{zodiac}
• MBTI：{mbti}

現在你可以開始使用 XunNi 了！","🎉 恭喜！你已经完成所有设定！

你的个人资料：
• 昵称：{nickname}
• 性别：{gender}
• 年龄：{age} 岁
• 星座：{zodiac}
• MBTI：{mbti}

现在你可以开始使用 XunNi 了！","🎉 Congratulations! You have completed all settings!

Your profile:
• Nickname: {nickname}
• Gender: {gender}
• Age: {age} years old
• Zodiac: {zodiac}
• MBTI: {mbti}

Now you can start using XunNi!",,,,,,,,,,,,,,"🎉 تهانينا! لقد أكملت جميع الإعدادات!

ملفك الشخصي:
• الاسم المستعار: {nickname}
• الجنس: {gender}
• العمر: {age} سنة
• برجك: {zodiac}
• MBTI: {mbti}

الآن يمكنك البدء في استخدام XunNi!",,,,,,,,,,,,,,,,,
onboarding,startRegistration,"太好了！現在讓我們開始設定你的個人資料 ✨

這只需要 3-5 分鐘。
你可以隨時暫停，稍後繼續。","太好了！现在让我们开始设定你的个人资料 ✨

这只需要 3-5 分钟。
你可以随时暂停，稍后继续。","Great! Let’s start setting up your profile ✨

This will only take 3-5 minutes.
You can pause anytime and continue later.",,,,,,,,,,,,,,"رائع! دعنا نبدأ في إعداد ملفك الشخصي ✨

لن تستغرق هذه الخطوة سوى 3-5 دقائق.
يمكنك التوقف في أي وقت ومتابعة لاحقًا.",,,,,,,,,,,,,,,,,
onboarding,systemError,"❌ 系統發生錯誤，請稍後再試。

如果問題持續，請聯繫管理員。","❌ 系统发生错误，请稍后再试。

如果问题持续，请联系管理员。","❌ A system error occurred, please try again later.

If the problem persists, please contact the administrator.",,,,,,,,,,,,,,"❌ حدث خطأ في النظام، يرجى المحاولة لاحقًا.

إذا استمرت المشكلة، يرجى الاتصال بالمسؤول.",,,,,,,,,,,,,,,,,
onboarding,termsAgree,✅ 我已閱讀並同意,✅ 我已阅读并同意,✅ I have read and agree,,,,,,,,,,,,,,✅ لقد قرأت وأوافق,,,,,,,,,,,,,,,,,
onboarding,under18Error,"❌ 很抱歉，你必須年滿 18 歲才能使用本服務。

請成年後再來！","❌ 很抱歉，你必须年满 18 岁才能使用本服务。

请成年后再来！","❌ Sorry, you must be 18 years old to use this service.

Please come back when you're an adult!",,,,,,,,,,,,,,"❌ عذرًا، يجب أن تكون على الأقل 18 عامًا لاستخدام هذه الخدمة.

يرجى العودة عندما تصل إلى السن القانونية!",,,,,,,,,,,,,,,,,
onboarding,welcome,"🎉 歡迎來到 XunNi！
Welcome to XunNi!

XunNi 是一個匿名漂流瓶交友平台，透過 MBTI 和星座幫你找到志同道合的朋友！
XunNi is an anonymous bottle messaging platform that helps you find like-minded friends through MBTI and zodiac signs!

首先，請選擇你的語言：
First, please select your language:","🎉 欢迎来到 XunNi！
Welcome to XunNi!

XunNi 是一个匿名漂流瓶交友平台，透过 MBT​​I 和星座帮你找到志同道合的朋友！
XunNi is an anonymous bottle messaging platform that helps you find like-minded friends through MBTI and zodiac signs!

首先，请选择你的语言：
First, please select your language:","🎉 Welcome to XunNi!
Welcome to XunNi!

XunNi is an anonymous Drift Bottle messaging platform that helps you find like-minded friends through MBTI and zodiac signs!

First, please select your language:",,,,,,,,,,,,,,"🎉 مرحبًا بك في XunNi!
مرحبًا بك في XunNi!

XunNi هي منصة رسائل زجاجة الرسائل المجهولة التي تساعدك في العثور على أصدقاء متشابهين في التفكير من خلال MBTI وأبراجك!

أولاً، يرجى اختيار لغتك:",,,,,,,,,,,,,,,,,
onboarding,welcomeBack,👋 歡迎回來，{nickname}！,👋 欢迎回来，{nickname}！,"👋 Welcome back, {nickname}!",,,,,,,,,,,,,,👋 مرحبًا بعودتك، {nickname}!,,,,,,,,,,,,,,,,,
onboarding,welcomeBackActions,你可以：,你可以：,You can:,,,,,,,,,,,,,,يمكنك:,,,,,,,,,,,,,,,,,
onboarding,welcomeBackCatch,🎣 撿起漂流瓶 - /catch,🎣 捡起漂流瓶 - /catch,🎣 Pick up Drift Bottle - /catch,,,,,,,,,,,,,,🎣 التقاط زجاجة الرسائل - /catch,,,,,,,,,,,,,,,,,
onboarding,welcomeBackHelp,❓ 查看幫助 - /help,❓ 查看帮助 - /help,❓ View Help - /help,,,,,,,,,,,,,,❓ عرض المساعدة - /help,,,,,,,,,,,,,,,,,
onboarding,welcomeBackProfile,👤 查看個人資料 - /profile,👤 查看个人资料 - /profile,👤 View Profile - /profile,,,,,,,,,,,,,,👤 عرض الملف الشخصي - /profile,,,,,,,,,,,,,,,,,
onboarding,welcomeBackStats,📊 查看統計 - /stats,📊 查看统计 - /stats,📊 View Statistics - /stats,,,,,,,,,,,,,,📊 عرض الإحصائيات - /stats,,,,,,,,,,,,,,,,,
onboarding,welcomeBackThrow,🌊 丟出漂流瓶 - /throw,🌊 丢出漂流瓶 - /throw,🌊 Throw Drift Bottle - /throw,,,,,,,,,,,,,,🌊 إطلاق زجاجة الرسائل - /throw,,,,,,,,,,,,,,,,,
onboarding,welcomeBackVip,⭐ 升級 VIP - /vip,⭐ 升级 VIP - /vip,⭐ Upgrade to VIP - /vip,,,,,,,,,,,,,,⭐ ترقية إلى VIP - /vip,,,,,,,,,,,,,,,,,
onboardingCallback,ageError,"❌ 很抱歉，你必須年滿 18 歲才能使用本服務。

請成年後再來！","❌ 很抱歉，你必须年满 18 岁才能使用本服务。

请成年后再来！","❌ Sorry, you must be 18 years old to use this service.

Please come back when you're an adult!",,,,,,,,,,,,,,"❌ عذرًا، يجب أن تكون على الأقل 18 عامًا لاستخدام هذه الخدمة.

يرجى العودة عندما تصل إلى السن القانونية!",,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudButtonLearn,📚 我想了解更多安全知識,📚 我想了解更多安全知识,📚 I want to learn more about safety,,,,,,,,,,,,,,📚 أريد معرفة المزيد عن السلامة,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudButtonYes,✅ 是的，我了解並會注意安全,✅ 是的，我了解并会注意安全,"✅ Yes, I understand and will pay attention to safety",,,,,,,,,,,,,,✅ نعم، أفهم وسأولي اهتمامًا للسلامة,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudCompleted,✅ 安全確認完成,✅ 安全确认完成,✅ Safety confirmation completed,,,,,,,,,,,,,,✅ تم الانتهاء من تأكيد السلامة,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudConfirm,請確認：,请确认：,Please confirm:,,,,,,,,,,,,,,يرجى التأكيد:,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudConfirm1,1. 你了解網路交友的安全風險嗎？,1. 你了解网路交友的安全风险吗？,1. Are you aware of the safety risks of online dating?,,,,,,,,,,,,,,1. هل تفهم مخاطر السلامة في المواعدة عبر الإنترنت؟,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudConfirm2,2. 你會保護好自己的個人資訊嗎？,2. 你会保护好自己的个人资讯吗？,2. Will you protect your personal information?,,,,,,,,,,,,,,2. هل ستحمي معلوماتك الشخصية؟,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudConfirm3,"3. 遇到可疑訊息時，你會提高警覺嗎？

請確認：","3. 遇到可疑讯息时，你会提高警觉吗？

请确认：","3. When encountering suspicious messages, will you stay alert?

Please confirm:",,,,,,,,,,,,,,"3. هل أنت حذر عند مواجهة رسائل مشبوهة؟

يرجى التأكيد:",,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudDescription,為了保護所有使用者的安全，請確認你了解以下事項：,为了保护所有使用者的安全，请确认你了解以下事项：,"To ensure the safety of all users, please confirm that you understand the following:",,,,,,,,,,,,,,لحماية سلامة جميع المستخدمين، يرجى التأكيد بأنك تفهم ما يلي:,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudPassed,✅ 反詐騙測驗通過！,✅ 反诈骗测验通过！,✅ Anti-fraud test passed!,,,,,,,,,,,,,,✅ تم اجتياز اختبار مكافحة الاحتيال!,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudPrompt,"🛡️ 現在進行反詐騙安全確認

為了保護所有使用者的安全，請確認你了解以下事項：","🛡️ 现在进行反诈骗安全确认

为了保护所有使用者的安全，请确认你了解以下事项：","🛡️ Performing anti-fraud safety confirmation

To ensure the safety of all users, please confirm that you understand the following:",,,,,,,,,,,,,,"🛡️ الآن نقوم بإجراء تأكيد سلامة مكافحة الاحتيال

لحماية سلامة جميع المستخدمين، يرجى التأكيد بأنك تفهم ما يلي:",,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudQuestion1Text,1. 你了解網路交友的安全風險嗎？,1. 你了解网路交友的安全风险吗？,1. Do you understand the safety risks of online dating?,,,,,,,,,,,,,,1. هل تفهم مخاطر السلامة في المواعدة عبر الإنترنت؟,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudQuestion2Text,2. 你會保護好自己的個人資訊嗎？,2. 你会保护好自己的个人资讯吗？,2. Will you protect your personal information?,,,,,,,,,,,,,,2. هل ستحمي معلوماتك الشخصية؟,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudQuestion3Text,3. 遇到可疑訊息時，你會提高警覺嗎？,3. 遇到可疑讯息时，你会提高警觉吗？,"3. When encountering suspicious messages, will you stay alert?",,,,,,,,,,,,,,3. هل أنت حذر عند مواجهة رسائل مشبوهة؟,,,,,,,,,,,,,,,,,
onboardingCallback,antiFraudTitle,🛡️ 最後一步：反詐騙安全確認,🛡️ 最后一步：反诈骗安全确认,🛡️ Final step: Anti-fraud safety confirmation,,,,,,,,,,,,,,🛡️ الخطوة الأخيرة: تأكيد سلامة مكافحة الاحتيال,,,,,,,,,,,,,,,,,
onboardingCallback,avatarPrompt,很好！現在請上傳你的頭像照片：,很好！现在请上传你的头像照片：,Great! Please upload your profile picture now:,,,,,,,,,,,,,,رائع! يرجى رفع صورتك الشخصية الآن:,,,,,,,,,,,,,,,,,
onboardingCallback,avatarPromptHint,（你也可以稍後在個人資料中設置）,（你也可以稍后在个人资料中设置）,(You can also set it later in your profile),,,,,,,,,,,,,,(يمكنك أيضًا ضبط ذلك لاحقًا في ملفك الشخصي),,,,,,,,,,,,,,,,,
onboardingCallback,birthdayExample,例如：1995-06-15,例如：1995-06-15,For example: 1995-06-15,,,,,,,,,,,,,,على سبيل المثال: 1995-06-15,,,,,,,,,,,,,,,,,
onboardingCallback,birthdayFormat,例如：1995-06-15,例如：1995-06-15,For example: 1995-06-15,,,,,,,,,,,,,,على سبيل المثال: 1995-06-15,,,,,,,,,,,,,,,,,
onboardingCallback,birthdayPrompt,請輸入你的生日（格式：YYYY-MM-DD）：,请输入你的生日（格式：YYYY-MM-DD）：,Please enter your birthday (format: YYYY-MM-DD):,,,,,,,,,,,,,,يرجى إدخال تاريخ ميلادك (بالصيغة: YYYY-MM-DD):,,,,,,,,,,,,,,,,,
onboardingCallback,birthdaySaved,✅ 生日已保存,✅ 生日已保存,✅ Birthday saved,,,,,,,,,,,,,,✅ تاريخ الميلاد محفوظ,,,,,,,,,,,,,,,,,
onboardingCallback,birthdayWarning,"⚠️ 注意：
• 生日設定後無法修改
• 必須年滿 18 歲才能使用本服務","⚠️ 注意：
• 生日设定后无法修改
• 必须年满 18 岁才能使用本服务","⚠️ Note:
• Birthday cannot be modified once set
• Must be at least 18 years old to use this service",,,,,,,,,,,,,,"⚠️ ملاحظة:
• لا يمكن تعديل تاريخ الميلاد بعد الإعداد
• يجب أن يكون عمرك على الأقل 18 عامًا لاستخدام هذه الخدمة",,,,,,,,,,,,,,,,,
onboardingCallback,birthdayWarning1,• 生日設定後無法修改,• 生日设定后无法修改,• Birthday cannot be modified once set,,,,,,,,,,,,,,• لا يمكن تعديل تاريخ الميلاد بعد الإعداد,,,,,,,,,,,,,,,,,
onboardingCallback,birthdayWarning2,• 必須年滿 18 歲才能使用本服務,• 必须年满 18 岁才能使用本服务,• Must be at least 18 years old to use this service,,,,,,,,,,,,,,• يجب أن يكون عمرك على الأقل 18 عامًا لاستخدام هذه الخدمة,,,,,,,,,,,,,,,,,
onboardingCallback,bloodTypeHint,💡 填寫血型可用於未來的血型配對功能（VIP 專屬）,💡 填写血型可用于未来的血型配对功能（VIP 专属）,💡 Filling in your blood type can be used for future blood type matching features (VIP exclusive),,,,,,,,,,,,,,💡 ملء فصيلة دمك يمكن أن يُستخدم لميزات مطابقة فصائل الدم المستقبلية (حصري للـ VIP),,,,,,,,,,,,,,,,,
onboardingCallback,bloodTypePrompt,🩸 **請選擇你的血型**,🩸 **请选择你的血型**,🩸 **Please select your blood type**,,,,,,,,,,,,,,🩸 **يرجى اختيار فصيلة دمك**,,,,,,,,,,,,,,,,,
onboardingCallback,bloodTypeSaved,✅ 血型已設定為 {type},✅ 血型已设定为 {type},✅ Blood type set to {type},,,,,,,,,,,,,,✅ تم تعيين فصيلة الدم إلى {type},,,,,,,,,,,,,,,,,
onboardingCallback,bloodTypeSelect,請選擇你的血型：,请选择你的血型：,Please select your blood type:,,,,,,,,,,,,,,يرجى اختيار فصيلة دمك:,,,,,,,,,,,,,,,,,
onboardingCallback,bloodTypeSkipped,✅ 已跳過血型設定,✅ 已跳过血型设定,✅ Blood type setting skipped,,,,,,,,,,,,,,✅ تم تخطي إعداد فصيلة الدم,,,,,,,,,,,,,,,,,
onboardingCallback,bloodTypeTitle,🩸 **請選擇你的血型**,🩸 **请选择你的血型**,🩸 **Please select your blood type**,,,,,,,,,,,,,,🩸 **يرجى اختيار فصيلة دمك**,,,,,,,,,,,,,,,,,
onboardingCallback,congrats,🎉 恭喜！你已經完成所有設定！,🎉 恭喜！你已经完成所有设定！,🎉 Congratulations! You've completed all settings!,,,,,,,,,,,,,,🎉 مبروك! لقد أكملت جميع الإعدادات!,,,,,,,,,,,,,,,,,
onboardingCallback,errorBirthdayFormat,❌ 生日格式錯誤,❌ 生日格式错误,❌ Invalid birthday format,,,,,,,,,,,,,,❌ خطأ في صيغة تاريخ الميلاد,,,,,,,,,,,,,,,,,
onboardingCallback,errorGeneric,❌ 發生錯誤,❌ 发生错误,❌ An error occurred,,,,,,,,,,,,,,❌ حدث خطأ,,,,,,,,,,,,,,,,,
onboardingCallback,errorUserNotFound,❌ 用戶不存在,❌ 用户不存在,❌ User does not exist,,,,,,,,,,,,,,❌ المستخدم غير موجود,,,,,,,,,,,,,,,,,
onboardingCallback,errorWrongStep,⚠️ 當前不在正確的步驟 ({step}),⚠️ 当前不在正确的步骤 ({step}),⚠️ Currently not on the correct step ({step}),,,,,,,,,,,,,,⚠️ حاليًا لست في الخطوة الصحيحة ({step}),,,,,,,,,,,,,,,,,
onboardingCallback,genderConfirm,✅ 確認,✅ 确认,✅ Confirm,,,,,,,,,,,,,,✅ تأكيد,,,,,,,,,,,,,,,,,
onboardingCallback,genderPrompt,請選擇你的性別：,请选择你的性别：,Please select your gender:,,,,,,,,,,,,,,يرجى اختيار جنسك:,,,,,,,,,,,,,,,,,
onboardingCallback,genderReselect,❌ 重新選擇,❌ 重新选择,❌ Reselect,,,,,,,,,,,,,,❌ إعادة التحديد,,,,,,,,,,,,,,,,,
onboardingCallback,genderSaved,✅ 性別已保存,✅ 性别已保存,✅ Gender saved,,,,,,,,,,,,,,✅ تم حفظ الجنس,,,,,,,,,,,,,,,,,
onboardingCallback,genderSelected,✅ 你選擇了：{gender},✅ 你选择了：{gender},✅ You selected: {gender},,,,,,,,,,,,,,✅ اخترت: {gender},,,,,,,,,,,,,,,,,
onboardingCallback,genderWarning,⚠️ 注意：性別設定後無法修改，請謹慎選擇！,⚠️ 注意：性别设定后无法修改，请谨慎选择！,"⚠️ Note: Gender setting cannot be modified after selection, please choose carefully!",,,,,,,,,,,,,,⚠️ ملاحظة: لا يمكن تعديل الجنس بعد تعيينه، يرجى الاختيار بحكمة!,,,,,,,,,,,,,,,,,
onboardingCallback,mbtiBack,⬅️ 返回,⬅️ 返回,⬅️ Back,,,,,,,,,,,,,,⬅️ العودة,,,,,,,,,,,,,,,,,
onboardingCallback,mbtiChoiceManual,✍️ 我已經知道我的 MBTI,✍️ 我已经知道我的 MBTI,✍️ I know my MBTI,,,,,,,,,,,,,,✍️ أنا أعرف بالفعل نوع شخصية MBTI الخاص بي,,,,,,,,,,,,,,,,,
onboardingCallback,mbtiChoiceSkip,⏭️ 稍後再說,⏭️ 稍后再说,⏭️ Talk later,,,,,,,,,,,,,,⏭️ تحدث لاحقًا,,,,,,,,,,,,,,,,,
onboardingCallback,mbtiChoiceTest,📝 進行快速測驗（12 題，僅供參考）,📝 进行快速测验（12 题，仅供参考）,"📝 Take a quick quiz (12 questions, for reference only)",,,,,,,,,,,,,,📝 أجرِ اختبارًا سريعًا (12 سؤالًا، لأغراض الاستReference),,,,,,,,,,,,,,,,,
onboardingCallback,mbtiDescription,這將幫助我們為你找到更合適的聊天對象～,这将帮助我们为你找到更合适的聊天对象～,This will help us find a more suitable chat partner for you～,,,,,,,,,,,,,,سيساعدنا ذلك في العثور على شريك دردشة أكثر ملاءمة لك～,,,,,,,,,,,,,,,,,
onboardingCallback,mbtiHint,"這將幫助我們為你找到更合適的聊天對象～

你想要如何設定？","这将帮助我们为你找到更合适的聊天对象～

你想要如何设定？","This will help us find a more suitable chat partner for you.~

How would you like to set this up?",,,,,,,,,,,,,,"سيساعدنا ذلك في العثور على شريك محادثة أكثر ملاءمة لك～

كيف تود إعداد ذلك؟",,,,,,,,,,,,,,,,,
